date,close,ret,decision,position,trade_cost,pnl,equity
2018-04-02,91.0,-0.024442525826907646,1,1,0.0001,-0.024542525826907646,0.9754574741730924
2018-04-03,92.73999786376952,0.01912085564581889,1,1,0.0,0.01912085564581889,0.9941090557253912
2018-04-04,93.58000183105467,0.009057623319326469,1,1,0.0,0.009057623319326469,1.0031133210904832
2018-04-05,94.1999969482422,0.006625294988846564,1,1,0.0,0.006625294988846564,1.0097592427499493
2018-04-06,91.91000366210938,-0.024309908283660087,1,1,0.0,-0.024309908283660087,0.98521208817012
2018-04-09,92.13999938964844,0.00250240146202807,1,1,0.0,0.00250240146202807,0.9876774843399646
2018-04-10,93.0,0.009333629433995627,1,1,0.0,0.009333629433995627,0.9968960999790949
2018-04-11,91.5999984741211,-0.015053779848160254,1,1,0.0,-0.015053779848160254,0.9818890455585201
2018-04-12,93.3499984741211,0.019104803811698767,1,1,0.0,0.019104803811698767,1.0006478431387718
2018-04-13,93.02999877929688,-0.00342795607985924,1,1,0.0,-0.00342795607985924,0.9972176662810862
2018-04-16,93.5999984741211,0.006127052588450255,1,1,0.0,0.006127052588450255,1.003327671364522
2018-04-17,93.86000061035156,0.002777800646036832,1,1,0.0,0.002777800646036832,1.006114715618225
2018-04-18,95.1500015258789,0.013743883519483635,1,1,0.0,0.013743883519483635,1.0199426390769204
2018-04-19,102.37000274658205,0.07588020078737934,1,1,0.0,0.07588020078737934,1.0973360913216867
2018-04-20,100.79000091552734,-0.015434226713522792,1,1,0.0,-0.015434226713522792,1.0803995573072969
2018-04-23,100.61000061035156,-0.001785894469101601,1,1,0.0,-0.001785894469101601,1.078470077713482
2018-04-24,100.44000244140624,-0.0016896746636917426,1,1,0.0,-0.0016896746636917426,1.0766478141476197
2018-04-25,98.77999877929688,-0.016527316027075578,1,1,0.0,-0.016527316027075578,1.0588537154733417
2018-04-26,100.2300033569336,0.01467913135812493,1,1,0.0,0.01467913135812493,1.0743967682518136
2018-04-27,99.61000061035156,-0.006185799918354884,1,1,0.0,-0.006185799918354884,1.0677507648104807
2018-04-30,98.75,-0.008633677392651196,1,1,0.0,-0.008633677392651196,1.0585321491713504
2018-05-01,98.58000183105467,-0.0017215004450159554,1,1,0.0,-0.0017215004450159554,1.0567098856054882
2018-05-02,97.62999725341795,-0.009636889429813777,1,1,0.0,-0.009636889429813777,1.0465264892785169
2018-05-03,97.13999938964844,-0.005018927353829916,1,1,0.0,-0.005018927353829916,1.0412740488549694
2018-05-04,98.3499984741211,0.012456239366639199,1,1,0.0,0.012456239366639199,1.0542444076537765
2018-05-07,98.58000183105467,0.0023386208490292493,1,1,0.0,0.0023386208490292493,1.0567098856054882
2018-05-08,99.73999786376952,0.01176705225368968,1,1,0.0,0.01176705225368968,1.0691442460463985
2018-05-09,100.5,0.0076198330911190215,1,1,0.0,0.0076198330911190215,1.0772909467516023
2018-05-10,101.37999725341795,0.008756191576298145,1,1,0.0,0.008756191576298145,1.086723912664771
2018-05-11,101.41999816894533,0.0003945641804208311,1,1,0.0,0.0003945641804208311,1.0871526949947152
2018-05-14,101.29000091552734,-0.0012817714037169914,1,1,0.0,-0.0012817714037169914,1.0857592137587972
2018-05-15,100.73999786376952,-0.005429983678413741,1,1,0.0,-0.005429983678413741,1.0798635589493997
2018-05-16,100.58999633789062,-0.0014889967149069872,1,1,0.0,-0.0014889967149069872,1.0782556456575763
2018-05-17,101.22000122070312,0.0062630967864463205,1,1,0.0,0.0062630967864463205,1.085008865126862
2018-05-18,100.98999786376952,-0.002272311343210709,1,1,0.0,-0.002272311343210709,1.08254338717515
2018-05-21,102.04000091552734,0.01039709945507905,1,1,0.0,0.01039709945507905,1.0937986984360482
2018-05-22,102.6999969482422,0.00646801280667586,1,1,0.0,0.00646801280667586,1.1008734024254578
2018-05-23,101.93000030517578,-0.00749753326141267,1,1,0.0,-0.00749753326141267,1.0926195674741683
2018-05-24,102.01000213623048,0.0007848703111466016,1,1,0.0,0.0007848703111466016,1.0934771321340566
2018-05-25,101.0999984741211,-0.00892072976230418,1,1,0.0,-0.00892072976230418,1.0837225181370294
2018-05-29,97.72000122070312,-0.033432218639282696,1,1,0.0,-0.033432218639282696,1.047491269966358
2018-05-30,98.98999786376952,0.01299628148998977,1,1,0.0,0.01299628148998977,1.0611047613691478
2018-05-31,98.3000030517578,-0.006970348791817238,1,1,0.0,-0.006970348791817238,1.0537084910777468
2018-06-01,98.25,-0.0005086780285394887,1,1,0.0,-0.0005086780285394887,1.05317249271985
2018-06-04,99.4499969482422,0.012213709396867278,1,1,0.0,0.012213709396867278,1.0660356354907046
2018-06-05,99.30999755859376,-0.0014077364901408096,1,1,0.0,-0.0014077364901408096,1.0645349382268339
2018-06-06,100.97000122070312,0.016715373103598496,1,1,0.0,0.016715373103598496,1.0823290369011116
2018-06-07,101.4800033569336,0.00505102634509913,1,1,0.0,0.00505102634509913,1.087795909380565
2018-06-08,101.0,-0.0047300289816240015,1,1,0.0,-0.0047300289816240015,1.082650603203103
2018-06-11,101.1999969482422,0.0019801678043782633,1,1,0.0,0.0019801678043782633,1.0847944330709565
2018-06-12,100.7300033569336,-0.004644205587762795,1,1,0.0,-0.004644205587762795,1.0797564247033145
2018-06-13,100.0199966430664,-0.007048612034204926,1,1,0.0,-0.007048612034204926,1.0721456405741405
2018-06-14,99.76000213623048,-0.0025994252705661136,1,1,0.0,-0.0025994252705661136,1.0693586781023048
2018-06-15,98.5199966430664,-0.012429886393453993,1,1,0.0,-0.012429886393453993,1.056066671219639
2018-06-18,98.47000122070312,-0.0005074647185019376,1,1,0.0,-0.0005074647185019376,1.0555307546436092
2018-06-19,97.13999938964844,-0.01350667019972629,1,1,0.0,-0.01350667019972629,1.0412740488549699
2018-06-20,96.41999816894533,-0.007411995318375886,1,1,0.0,-0.007411995318375886,1.0335561304797105
2018-06-21,96.62999725341795,0.0021779619213917467,1,1,0.0,0.0021779619213917467,1.0358071763755163
2018-06-22,97.2300033569336,0.006209315125427217,1,1,0.0,0.006209315125427217,1.0422388295428109
2018-06-25,98.54000091552734,0.013473182282887741,1,1,0.0,0.013473182282887741,1.0562811032755448
2018-06-26,98.20999908447266,-0.0033489124009403737,1,1,0.0,-0.0033489124009403737,1.0527437103899064
2018-06-27,96.95999908447266,-0.012727828242059647,1,1,0.0,-0.012727828242059647,1.0393445692611551
2018-06-28,96.97000122070312,0.00010315734658528086,1,1,0.0,0.00010315734658528086,1.0394517852891079
2018-06-29,98.0,0.010621829084570322,1,1,0.0,0.010621829084570322,1.0504926644941002
2018-07-02,99.0,0.010204081632652962,1,1,0.0,0.010204081632652962,1.0612119773971012
2018-07-03,97.83999633789062,-0.011717208708175497,1,1,0.0,-0.011717208708175497,1.0487775351743238
2018-07-05,98.52999877929688,0.00705235555225614,1,1,0.0,0.00705235555225614,1.0561738872475919
2018-07-06,98.5199966430664,-0.00010151361366472766,1,1,0.0,-0.00010151361366472766,1.0560666712196392
2018-07-09,99.91000366210938,0.01410888211942285,1,1,0.0,0.01410888211942285,1.0709665913941284
2018-07-10,99.91000366210938,0.0,1,1,0.0,0.0,1.0709665913941284
